estado,regiao,ano,mes,avg_temp_ar,p50_temp_ar,p25_temp_ar,p75_temp_ar
BR,BR,2009,1,24.461777395776842,24.1,21.7,27.2
BR,BR,2009,2,24.65943925163592,24.2,22.2,27.2
BR,BR,2009,3,24.70827542640556,24.4,22.1,27.3
BR,BR,2009,4,23.326329961228833,23.6,20.8,26.2
BR,BR,2009,5,21.930253075536033,22.6,18.8,25.3
BR,BR,2009,6,20.238265103822474,21,16.2,24.6
BR,BR,2009,7,20.84738520280671,21.3,16.8,25.4
BR,BR,2009,8,22.089176629927145,22.1,18.1,26.3
BR,BR,2009,9,23.5346747667547,23.5,19.7,27.6
BR,BR,2009,10,24.15864358315193,24.1,21,27.7
BR,BR,2009,11,25.412265136768774,25,22.3,28.5
BR,BR,2009,12,24.822380253166234,24.5,22.1,27.5
BR,BR,2010,1,25.10157103291251,24.7,22.4,27.8
BR,BR,2010,2,25.761716962673088,25.4,22.9,28.6
BR,BR,2010,3,25.06346063817517,24.7,22.3,28
BR,BR,2010,4,23.46513144958483,23.8,20.4,26.8
BR,BR,2010,5,22.1022383980589,22.6,17.9,26.3
BR,BR,2010,6,21.030449375667953,21.4,16.6,25.5
BR,BR,2010,7,21.165022041147843,21.4,17,25.5
BR,BR,2010,8,21.520735450729813,21.7,16.9,26.4
BR,BR,2010,9,23.55141163577388,23.4,19.1,27.8
BR,BR,2010,10,23.82920924099338,23.8,20.1,27.8
BR,BR,2010,11,24.067433284813198,23.9,20.9,27.5
BR,BR,2010,12,24.67597757313387,24.4,21.9,27.5
BR,BR,2011,1,24.678158660272036,24.2,22.1,27.3
BR,BR,2011,2,24.600215661160192,24.1,22.1,27.1
BR,BR,2011,3,23.886371554260858,23.6,21.5,26.4
BR,BR,2011,4,23.286163922770704,23.4,20.6,26.3
BR,BR,2011,5,21.405526942513603,22,17.6,25.3
BR,BR,2011,6,20.33734891351659,20.8,15.9,25
BR,BR,2011,7,20.726966096000947,21,16.5,25.3
BR,BR,2011,8,21.94999588088169,22.1,17.4,26.8
BR,BR,2011,9,22.893076021788584,23,18.4,27.4
BR,BR,2011,10,23.62349311980098,23.5,20.2,27.1
BR,BR,2011,11,23.59019841143258,23.5,20.5,26.9
BR,BR,2011,12,24.405614881579268,24,21.4,27.4
BR,BR,2012,1,24.261611985196375,23.8,21.5,27
BR,BR,2012,2,24.744599636173035,24.2,21.9,27.5
BR,BR,2012,3,24.312055476309567,24,21.5,27.4
BR,BR,2012,4,23.789724681663174,23.8,20.8,27.2
BR,BR,2012,5,22.088321852064375,22.3,18.3,25.9
BR,BR,2012,6,21.46610455843509,21.8,17.5,25.7
BR,BR,2012,7,20.768536633580332,21.2,16.3,25.5
BR,BR,2012,8,22.203846491400625,22.1,18.1,26.2
BR,BR,2012,9,23.713684203953303,23.7,19.6,28.1
BR,BR,2012,10,24.90919159690602,24.6,21.2,28.6
BR,BR,2012,11,24.620988081742702,24.3,21.7,27.6
BR,BR,2012,12,25.597295472315018,25.1,22.6,28.6
BR,BR,2013,1,24.681877610095132,24.4,22,27.4
BR,BR,2013,2,24.952080992120223,24.5,22.2,27.8
BR,BR,2013,3,24.588385142231086,24.4,21.7,27.6
BR,BR,2013,4,23.207374528647662,23.5,20.3,26.4
BR,BR,2013,5,22.19236479575051,22.7,18.5,26.1
BR,BR,2013,6,21.643743888387156,21.9,17.7,25.6
BR,BR,2013,7,20.804730730564,21.3,16.6,25.4
BR,BR,2013,8,21.50124365655171,22,17,26.4
BR,BR,2013,9,23.298883184862376,23.4,19.1,27.6
BR,BR,2013,10,23.87831100736844,23.7,20.3,27.5
BR,BR,2013,11,24.307283001288653,24,21.3,27.4
BR,BR,2013,12,24.909389392625684,24.5,22.2,27.6
BR,BR,2014,1,25.11203789168325,24.7,22.2,28.1
BR,BR,2014,2,24.978892220071995,24.5,22.3,27.7
BR,BR,2014,3,24.266739983533753,24,21.7,27
BR,BR,2014,4,23.584653936075064,23.7,20.9,26.7
BR,BR,2014,5,21.952697453341635,22.5,18.3,25.7
BR,BR,2014,6,21.618191304238174,21.8,17.7,25.7
BR,BR,2014,7,21.04904689206558,21.1,16.9,25.3
BR,BR,2014,8,22.20940476795001,22.3,18,26.6
BR,BR,2014,9,23.87427282451979,23.7,19.9,27.9
BR,BR,2014,10,24.719047319368276,24.4,21.1,28.4
BR,BR,2014,11,24.50082443808036,24.2,21.6,27.5
BR,BR,2014,12,24.70105508705885,24.3,21.9,27.5
BR,BR,2015,1,25.522265058754588,25,22.4,28.6
BR,BR,2015,2,24.766795405614356,24.3,22,27.5
BR,BR,2015,3,24.34962233620512,24,21.7,27.1
BR,BR,2015,4,23.754140803875117,23.8,21,26.8
BR,BR,2015,5,22.237689221200867,22.5,18.7,25.8
BR,BR,2015,6,21.460356192044035,21.7,17.5,25.5
BR,BR,2015,7,21.443338933128324,21.4,17.3,25.5
BR,BR,2015,8,22.904056009493974,22.7,18.6,27
BR,BR,2015,9,24.45891874301842,24.4,20.1,28.9
BR,BR,2015,10,25.330334072817436,25.1,21.4,29.3
BR,BR,2015,11,25.464093031483216,25.1,22,29
BR,BR,2015,12,25.778665841487953,25.3,22.5,28.9
BR,BR,2016,1,25.03629448812111,24.6,22.5,27.4
BR,BR,2016,2,25.670229754382255,25.2,22.8,28.6
BR,BR,2016,3,24.99716499607722,24.8,22.2,27.9
BR,BR,2016,4,24.83442648080136,24.9,21.9,28.5
BR,BR,2016,5,22.363890392340814,22.8,18.2,26.6
BR,BR,2016,6,20.76006210022218,21.4,16.1,25.7
BR,BR,2016,7,21.297480437580056,21.5,16.8,26.2
BR,BR,2016,8,22.324697174224717,22.4,17.6,27.1
BR,BR,2016,9,23.118018584121838,23.4,18.7,27.7
BR,BR,2016,10,24.30274943375506,24.2,20.5,28.2
BR,BR,2016,11,24.51945523133252,24.3,21.2,27.9
BR,BR,2016,12,24.92577864571759,24.6,22,27.9
BR,BR,2017,1,25.217595249538576,24.7,22.3,28
BR,BR,2017,2,24.976301198524407,24.5,22.3,27.6
BR,BR,2017,3,24.555720557013846,24.3,21.9,27.4
BR,BR,2017,4,23.467607511720797,23.7,20.6,26.7
BR,BR,2017,5,22.673563809534635,22.8,19.1,26.2
BR,BR,2017,6,21.369342076245644,21.6,17.3,25.6
BR,BR,2017,7,20.39227712617532,20.4,16.2,24.7
BR,BR,2017,8,22.270552829830784,22.1,17.8,26.7
BR,BR,2017,9,23.93139623920833,23.7,19.7,27.9
BR,BR,2017,10,24.72329597075359,24.5,20.8,28.6
BR,BR,2017,11,24.184731262632514,24,21,27.5
BR,BR,2017,12,24.8179332930005,24.4,22,27.6
BR,BR,2018,1,24.79259032078342,24.35,22,27.6
BR,BR,2018,2,24.22818839859388,24,21.7,26.9
BR,BR,2018,3,24.727019144299245,24.4,22.1,27.5
BR,BR,2018,4,23.498956219743782,23.4,20.8,26.4
BR,BR,2018,5,21.947655543704606,22.3,18.5,25.7
BR,BR,2018,6,20.846145449984387,21,16.8,25.2
BR,BR,2018,7,21.099519311727875,21.2,16.7,25.7
BR,BR,2018,8,21.635620667545147,21.8,17.2,26.3
BR,BR,2018,9,23.647038018760473,23.5,19.5,27.8
BR,BR,2018,10,24.527888374816687,24.3,21.1,28.1
BR,BR,2018,11,24.49918707216034,24.2,21.5,27.5
BR,BR,2018,12,24.73701675582921,24.4,21.9,27.7
